TrialNumber;bg_or;t_or;num_distractors;trial_id;trial_rep;participant;trial_type;trial_index;resp_rt;resp_corr;resp_keys;target_pos;target_size;singleton_id;singleton_pos;singleton_size;singleton_ori;lures_pos;lures_size;lures_ori;original_TrialNum;thisRepN_original;thisRepN;bg_or_original;t_or_original;num_distractors_original;ran;order;trial_inblock_index;block_index
53;0;1;16;15;0;12.0;test_search;53.0;0.8997212;1.0;right;[-315.0, 311.0];[35.0, 30.0];1.0;[477.0, 193.0];[35.0, 30.0];1.0;[[-628.0, -302.0], [-619.0, -74.0], [-627.0, 305.0], [-475.0, -306.0], [-460.0, 295.0], [-297.0, -312.0], [-298.0, 60.0], [-300.0, 186.0], [307.0, -306.0], [300.0, -189.0], [302.0, 307.0], [469.0, -55.0], [474.0, 69.0], [472.0, 306.0], [638.0, -182.0], [618.0, 48.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1];70.0;2.0;2.0;0.0;1.0;16.0;1.0;52.0;53.0;1.0
54;0;0;2;2;0;12.0;test_search;54.0;0.7934903;1.0;left;[630.0, -291.0];[35.0, 30.0];0.0;[-454.0, -297.0];[35.0, 30.0];1.0;[[-455.0, -70.0], [479.0, 174.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 0];43.0;2.0;2.0;0.0;0.0;2.0;1.0;53.0;54.0;1.0
55;1;0;4;8;0;12.0;test_search;55.0;0.8208508;1.0;left;[-471.0, -293.0];[35.0, 30.0];0.0;[623.0, 302.0];[35.0, 30.0];1.0;[[-455.0, 310.0], [-305.0, 187.0], [619.0, -175.0], [624.0, -48.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 0, 1];55.0;2.0;2.0;1.0;0.0;4.0;1.0;54.0;55.0;1.0
56;0;0;16;5;0;12.0;test_search;56.0;0.8154978;1.0;left;[-624.0, 169.0];[35.0, 30.0];0.0;[298.0, 192.0];[35.0, 30.0];1.0;[[-623.0, -295.0], [-616.0, -171.0], [-629.0, -58.0], [-645.0, 71.0], [-473.0, 68.0], [-299.0, -308.0], [-311.0, 177.0], [-313.0, 300.0], [310.0, -297.0], [300.0, -187.0], [285.0, 54.0], [453.0, 45.0], [617.0, -182.0], [619.0, -47.0], [616.0, 165.0], [616.0, 312.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0];49.0;2.0;2.0;0.0;0.0;16.0;1.0;55.0;56.0;1.0
57;1;0;16;10;0;12.0;test_search;57.0;0.7529833;1.0;left;[-286.0, 311.0];[35.0, 30.0];0.0;[630.0, 45.0];[35.0, 30.0];1.0;[[-640.0, -173.0], [-617.0, 302.0], [-473.0, -186.0], [-468.0, 54.0], [-451.0, 286.0], [-288.0, -315.0], [-315.0, -194.0], [-308.0, -65.0], [289.0, -304.0], [288.0, -67.0], [300.0, 296.0], [478.0, -63.0], [459.0, 72.0], [455.0, 308.0], [631.0, -49.0], [628.0, 187.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0];59.0;2.0;2.0;1.0;0.0;16.0;1.0;56.0;57.0;1.0
58;0;1;2;12;0;12.0;test_search;58.0;0.8363379;1.0;right;[619.0, -69.0];[35.0, 30.0];1.0;[-288.0, -52.0];[35.0, 30.0];1.0;[[-456.0, 61.0], [628.0, -177.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 0];64.0;2.0;2.0;0.0;1.0;2.0;1.0;57.0;58.0;1.0
59;1;1;0;16;0;12.0;test_search;59.0;0.6598298;1.0;right;[-308.0, -177.0];[35.0, 30.0];1.0;[309.0, -166.0];[35.0, 30.0];1.0;[];[];[];72.0;2.0;2.0;1.0;1.0;0.0;1.0;58.0;59.0;1.0
60;0;0;4;3;0;12.0;test_search;60.0;0.7863641;1.0;left;[-460.0, -56.0];[35.0, 30.0];0.0;[461.0, 191.0];[35.0, 30.0];0.0;[[-644.0, 296.0], [-305.0, 58.0], [298.0, 314.0], [631.0, 61.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 0];45.0;2.0;2.0;0.0;0.0;4.0;1.0;59.0;60.0;1.0
61;1;0;2;7;0;12.0;test_search;61.0;0.8722679;1.0;left;[616.0, -304.0];[35.0, 30.0];1.0;[-626.0, -296.0];[35.0, 30.0];0.0;[[-304.0, 45.0], [293.0, 54.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 1];54.0;3.0;3.0;1.0;0.0;2.0;1.0;60.0;1.0;2.0
62;0;0;16;5;0;12.0;test_search;62.0;1.2635652;1.0;left;[-618.0, 184.0];[35.0, 30.0];1.0;[629.0, 63.0];[35.0, 30.0];1.0;[[-641.0, -314.0], [-622.0, -181.0], [-628.0, -58.0], [-451.0, -295.0], [-455.0, -191.0], [-477.0, -48.0], [-470.0, 55.0], [-290.0, 182.0], [285.0, -296.0], [286.0, 172.0], [308.0, 302.0], [465.0, -287.0], [467.0, 66.0], [463.0, 170.0], [624.0, -309.0], [625.0, 177.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1];50.0;3.0;3.0;0.0;0.0;16.0;1.0;61.0;2.0;2.0
63;0;1;4;13;0;12.0;test_search;63.0;0.8725172;1.0;right;[-637.0, 181.0];[35.0, 30.0];0.0;[296.0, -179.0];[35.0, 30.0];1.0;[[-471.0, 72.0], [-291.0, 72.0], [304.0, -59.0], [632.0, 64.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 0, 0];65.0;3.0;3.0;0.0;1.0;4.0;1.0;62.0;3.0;2.0
64;0;0;8;4;0;12.0;test_search;64.0;1.1679294;1.0;left;[450.0, 297.0];[35.0, 30.0];1.0;[-314.0, 285.0];[35.0, 30.0];1.0;[[-471.0, -186.0], [-461.0, -61.0], [-309.0, -309.0], [-314.0, 63.0], [287.0, 305.0], [463.0, -67.0], [631.0, -303.0], [627.0, 165.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 1, 1, 1, 1, 0, 1];48.0;3.0;3.0;0.0;0.0;8.0;1.0;63.0;4.0;2.0
65;0;0;4;3;0;12.0;test_search;65.0;0.9191849;1.0;left;[618.0, -290.0];[35.0, 30.0];1.0;[-621.0, 308.0];[35.0, 30.0];0.0;[[-623.0, -189.0], [-643.0, -71.0], [311.0, 301.0], [475.0, -57.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 0, 1];46.0;3.0;3.0;0.0;0.0;4.0;1.0;64.0;5.0;2.0
66;0;1;0;11;0;12.0;test_search;66.0;0.6761666;1.0;right;[-458.0, 186.0];[35.0, 30.0];0.0;[638.0, -181.0];[35.0, 30.0];1.0;[];[];[];61.0;3.0;3.0;0.0;1.0;0.0;1.0;65.0;6.0;2.0
67;1;0;16;10;0;12.0;test_search;67.0;0.9780144;1.0;left;[302.0, 302.0];[35.0, 30.0];1.0;[-471.0, -303.0];[35.0, 30.0];0.0;[[-625.0, -291.0], [-466.0, -75.0], [-451.0, 51.0], [-460.0, 183.0], [-472.0, 308.0], [-288.0, -294.0], [-298.0, 178.0], [-307.0, 301.0], [285.0, 71.0], [304.0, 165.0], [479.0, -314.0], [476.0, 175.0], [466.0, 296.0], [620.0, -293.0], [626.0, 52.0], [644.0, 294.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0];60.0;3.0;3.0;1.0;0.0;16.0;1.0;66.0;7.0;2.0
68;1;1;2;17;0;12.0;test_search;68.0;0.7020195;1.0;right;[-297.0, -48.0];[35.0, 30.0];0.0;[621.0, 172.0];[35.0, 30.0];1.0;[[-290.0, 67.0], [616.0, -60.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 1];73.0;3.0;3.0;1.0;1.0;2.0;1.0;67.0;8.0;2.0
69;0;1;8;14;0;12.0;test_search;69.0;0.7876179;1.0;right;[464.0, 191.0];[35.0, 30.0];0.0;[-289.0, 287.0];[35.0, 30.0];0.0;[[-632.0, -58.0], [-464.0, -194.0], [-479.0, 298.0], [-294.0, 54.0], [294.0, -286.0], [291.0, 285.0], [633.0, -57.0], [618.0, 55.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 1, 1, 0, 1, 1, 0];67.0;3.0;3.0;0.0;1.0;8.0;1.0;68.0;9.0;2.0
70;1;1;4;18;0;12.0;test_search;70.0;1.1558384;1.0;right;[641.0, 289.0];[35.0, 30.0];0.0;[-302.0, -63.0];[35.0, 30.0];0.0;[[-626.0, -291.0], [-460.0, -59.0], [298.0, 314.0], [468.0, 300.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 1, 0];75.0;3.0;3.0;1.0;1.0;4.0;1.0;69.0;10.0;2.0
71;0;1;2;12;0;12.0;test_search;71.0;0.6936901;1.0;right;[311.0, -289.0];[35.0, 30.0];0.0;[-476.0, -297.0];[35.0, 30.0];1.0;[[-479.0, -186.0], [308.0, -183.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 0];63.0;3.0;3.0;0.0;1.0;2.0;1.0;70.0;11.0;2.0
72;0;0;2;2;0;12.0;test_search;72.0;0.7011365;1.0;left;[467.0, -74.0];[35.0, 30.0];1.0;[-470.0, -287.0];[35.0, 30.0];0.0;[[-475.0, 312.0], [474.0, -187.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 0];44.0;3.0;3.0;0.0;0.0;2.0;1.0;71.0;12.0;2.0
73;0;1;16;15;0;12.0;test_search;73.0;0.7176358;1.0;right;[450.0, -46.0];[35.0, 30.0];0.0;[-622.0, 59.0];[35.0, 30.0];1.0;[[-634.0, -290.0], [-477.0, -292.0], [-475.0, 48.0], [-462.0, 184.0], [-305.0, -305.0], [-298.0, -57.0], [-291.0, 71.0], [-303.0, 193.0], [306.0, -314.0], [310.0, -193.0], [292.0, -63.0], [303.0, 71.0], [297.0, 179.0], [468.0, 168.0], [471.0, 294.0], [638.0, -187.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1];69.0;3.0;3.0;0.0;1.0;16.0;1.0;72.0;13.0;2.0
74;1;1;0;16;0;12.0;test_search;74.0;0.7170443;1.0;right;[-637.0, -60.0];[35.0, 30.0];0.0;[477.0, 174.0];[35.0, 30.0];0.0;[];[];[];71.0;3.0;3.0;1.0;1.0;0.0;1.0;73.0;14.0;2.0
75;1;1;16;20;0;12.0;test_search;75.0;0.8032328;1.0;right;[-465.0, -297.0];[35.0, 30.0];0.0;[633.0, 55.0];[35.0, 30.0];0.0;[[-616.0, 62.0], [-619.0, 183.0], [-645.0, 291.0], [-463.0, -46.0], [-456.0, 190.0], [-457.0, 298.0], [-304.0, -298.0], [-291.0, 73.0], [303.0, -298.0], [310.0, -167.0], [302.0, -53.0], [455.0, -175.0], [474.0, -62.0], [454.0, 63.0], [617.0, -55.0], [632.0, 177.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0];79.0;3.0;3.0;1.0;1.0;16.0;1.0;74.0;15.0;2.0
76;1;1;8;19;0;12.0;test_search;76.0;0.9492975;1.0;right;[631.0, 175.0];[35.0, 30.0];0.0;[-297.0, -62.0];[35.0, 30.0];1.0;[[-467.0, -305.0], [-453.0, -64.0], [-468.0, 310.0], [-314.0, 178.0], [293.0, 165.0], [455.0, -170.0], [461.0, -74.0], [637.0, -183.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 1, 1, 1, 1, 0, 1];77.0;3.0;3.0;1.0;1.0;8.0;1.0;75.0;16.0;2.0
77;1;0;4;8;0;12.0;test_search;77.0;0.929258;1.0;left;[299.0, 311.0];[35.0, 30.0];1.0;[-314.0, -172.0];[35.0, 30.0];0.0;[[-634.0, -170.0], [-475.0, 65.0], [299.0, 169.0], [456.0, -193.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 1, 0];56.0;3.0;3.0;1.0;0.0;4.0;1.0;76.0;17.0;2.0
78;1;0;8;9;0;12.0;test_search;78.0;0.8195379;1.0;left;[627.0, 56.0];[35.0, 30.0];1.0;[-299.0, 166.0];[35.0, 30.0];0.0;[[-626.0, 60.0], [-626.0, 177.0], [-300.0, -193.0], [-290.0, -49.0], [310.0, -187.0], [466.0, -70.0], [624.0, -299.0], [624.0, -52.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 1, 0, 1, 0, 1, 0];58.0;3.0;3.0;1.0;0.0;8.0;1.0;77.0;18.0;2.0
79;0;0;0;1;0;12.0;test_search;79.0;0.7411867;1.0;left;[-638.0, -307.0];[35.0, 30.0];1.0;[454.0, 192.0];[35.0, 30.0];0.0;[];[];[];42.0;3.0;3.0;0.0;0.0;0.0;1.0;78.0;19.0;2.0
80;1;0;0;6;0;12.0;test_search;80.0;0.7225778;1.0;left;[631.0, 301.0];[35.0, 30.0];1.0;[-307.0, -289.0];[35.0, 30.0];0.0;[];[];[];52.0;3.0;3.0;1.0;0.0;0.0;1.0;79.0;20.0;2.0
81;0;0;4;3;0;12.0;test_search;81.0;0.8978966;1.0;left;[-476.0, 175.0];[35.0, 30.0];0.0;[307.0, -291.0];[35.0, 30.0];1.0;[[-456.0, 52.0], [-292.0, 68.0], [298.0, -178.0], [294.0, 181.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 1, 0];85.0;4.0;4.0;0.0;0.0;4.0;1.0;80.0;21.0;2.0
82;0;1;4;13;0;12.0;test_search;82.0;0.7331614;1.0;right;[-620.0, 184.0];[35.0, 30.0];1.0;[636.0, -63.0];[35.0, 30.0];0.0;[[-478.0, -170.0], [-303.0, 182.0], [454.0, -68.0], [478.0, 287.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 1, 0];106.0;4.0;4.0;0.0;1.0;4.0;1.0;81.0;22.0;2.0
83;1;0;8;9;0;12.0;test_search;83.0;0.8697483;1.0;left;[471.0, 72.0];[35.0, 30.0];0.0;[-622.0, 64.0];[35.0, 30.0];1.0;[[-643.0, -308.0], [-641.0, 290.0], [-457.0, 65.0], [-308.0, -61.0], [302.0, -300.0], [304.0, 191.0], [296.0, 287.0], [643.0, -304.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 1, 0, 0, 0, 1, 0];97.0;4.0;4.0;1.0;0.0;8.0;1.0;82.0;23.0;2.0
84;1;1;16;20;0;12.0;test_search;84.0;0.7343394;1.0;right;[-456.0, 190.0];[35.0, 30.0];1.0;[302.0, 170.0];[35.0, 30.0];1.0;[[-622.0, -311.0], [-624.0, -190.0], [-643.0, -52.0], [-451.0, -171.0], [-452.0, -58.0], [-292.0, -313.0], [-305.0, -187.0], [-292.0, 303.0], [290.0, -314.0], [305.0, -187.0], [294.0, -74.0], [452.0, 65.0], [632.0, -178.0], [641.0, 68.0], [621.0, 192.0], [626.0, 287.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1];120.0;4.0;4.0;1.0;1.0;16.0;1.0;83.0;24.0;2.0
85;1;0;16;10;0;12.0;test_search;85.0;1.0119718;1.0;left;[302.0, -179.0];[35.0, 30.0];0.0;[-292.0, -296.0];[35.0, 30.0];1.0;[[-619.0, -304.0], [-627.0, -188.0], [-643.0, 176.0], [-469.0, -293.0], [-298.0, -188.0], [-310.0, -74.0], [-301.0, 62.0], [-298.0, 165.0], [289.0, -287.0], [305.0, -68.0], [289.0, 308.0], [474.0, -50.0], [475.0, 186.0], [628.0, -180.0], [617.0, 69.0], [615.0, 179.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];99.0;4.0;4.0;1.0;0.0;16.0;1.0;84.0;25.0;2.0
86;1;0;4;8;0;12.0;test_search;86.0;0.7024005;1.0;left;[-470.0, 181.0];[35.0, 30.0];0.0;[450.0, 51.0];[35.0, 30.0];1.0;[[-628.0, 47.0], [-644.0, 175.0], [479.0, -314.0], [621.0, -314.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 0, 0];95.0;4.0;4.0;1.0;0.0;4.0;1.0;85.0;26.0;2.0
87;0;0;0;1;0;12.0;test_search;87.0;0.6138774;1.0;left;[-289.0, 58.0];[35.0, 30.0];0.0;[642.0, 58.0];[35.0, 30.0];1.0;[];[];[];81.0;4.0;4.0;0.0;0.0;0.0;1.0;86.0;27.0;2.0
88;0;0;16;5;0;12.0;test_search;88.0;0.7899803;1.0;left;[294.0, -55.0];[35.0, 30.0];0.0;[-452.0, -194.0];[35.0, 30.0];0.0;[[-619.0, -56.0], [-623.0, 287.0], [-480.0, -53.0], [-457.0, 174.0], [-458.0, 309.0], [-315.0, -308.0], [-298.0, 51.0], [-315.0, 292.0], [308.0, -294.0], [296.0, -185.0], [459.0, -308.0], [454.0, -57.0], [461.0, 67.0], [469.0, 190.0], [639.0, 179.0], [634.0, 289.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0];89.0;4.0;4.0;0.0;0.0;16.0;1.0;87.0;28.0;2.0
89;0;0;2;2;0;12.0;test_search;89.0;0.6735765;1.0;left;[-469.0, 55.0];[35.0, 30.0];0.0;[301.0, -301.0];[35.0, 30.0];1.0;[[-457.0, -311.0], [621.0, 166.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 1];83.0;4.0;4.0;0.0;0.0;2.0;1.0;88.0;29.0;2.0
90;0;1;2;12;0;12.0;test_search;90.0;0.6983027;1.0;right;[-642.0, -70.0];[35.0, 30.0];1.0;[619.0, 309.0];[35.0, 30.0];1.0;[[-465.0, -297.0], [468.0, 312.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 0];104.0;4.0;4.0;0.0;1.0;2.0;1.0;89.0;30.0;2.0
91;1;1;0;16;0;12.0;test_search;91.0;0.6613904;1.0;right;[-463.0, 291.0];[35.0, 30.0];1.0;[306.0, -293.0];[35.0, 30.0];1.0;[];[];[];112.0;4.0;4.0;1.0;1.0;0.0;1.0;90.0;31.0;2.0
92;1;0;2;7;0;12.0;test_search;92.0;0.8591239;1.0;left;[468.0, -304.0];[35.0, 30.0];0.0;[-467.0, -306.0];[35.0, 30.0];1.0;[[-627.0, 289.0], [453.0, -47.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 0];93.0;4.0;4.0;1.0;0.0;2.0;1.0;91.0;32.0;2.0
93;1;1;8;19;0;12.0;test_search;93.0;0.8253473;1.0;right;[-314.0, -63.0];[35.0, 30.0];1.0;[468.0, 188.0];[35.0, 30.0];1.0;[[-617.0, 290.0], [-314.0, -170.0], [-308.0, 62.0], [-295.0, 179.0], [291.0, 67.0], [461.0, -314.0], [624.0, -62.0], [640.0, 175.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 0, 0, 0, 0, 0, 1];118.0;4.0;4.0;1.0;1.0;8.0;1.0;92.0;33.0;2.0
94;0;1;8;14;0;12.0;test_search;94.0;0.8086284;1.0;right;[626.0, 192.0];[35.0, 30.0];1.0;[-638.0, 61.0];[35.0, 30.0];0.0;[[-621.0, -195.0], [-644.0, 166.0], [-464.0, 61.0], [-451.0, 291.0], [301.0, -286.0], [304.0, -59.0], [639.0, -190.0], [617.0, -57.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 1, 1, 1, 1, 0, 1];108.0;4.0;4.0;0.0;1.0;8.0;1.0;93.0;34.0;2.0
95;0;1;16;15;0;12.0;test_search;95.0;1.0681545;1.0;right;[-466.0, 166.0];[35.0, 30.0];1.0;[475.0, -62.0];[35.0, 30.0];0.0;[[-619.0, -177.0], [-457.0, -292.0], [-479.0, -60.0], [-459.0, 66.0], [-480.0, 310.0], [-289.0, -302.0], [-296.0, -181.0], [-305.0, -53.0], [287.0, -178.0], [290.0, -67.0], [456.0, 66.0], [461.0, 179.0], [627.0, -178.0], [619.0, -63.0], [643.0, 56.0], [633.0, 172.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1];110.0;4.0;4.0;0.0;1.0;16.0;1.0;94.0;35.0;2.0
96;1;1;2;17;0;12.0;test_search;96.0;0.8102824;1.0;right;[-477.0, -286.0];[35.0, 30.0];1.0;[314.0, 50.0];[35.0, 30.0];0.0;[[-624.0, 312.0], [309.0, -299.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 1];114.0;4.0;4.0;1.0;1.0;2.0;1.0;95.0;36.0;2.0
97;1;1;4;18;0;12.0;test_search;97.0;0.7497378;1.0;right;[-622.0, -51.0];[35.0, 30.0];1.0;[465.0, 176.0];[35.0, 30.0];1.0;[[-634.0, 69.0], [-303.0, -180.0], [311.0, -170.0], [455.0, -174.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 0, 1];116.0;4.0;4.0;1.0;1.0;4.0;1.0;96.0;37.0;2.0
98;1;0;0;6;0;12.0;test_search;98.0;0.89159;1.0;left;[617.0, -303.0];[35.0, 30.0];0.0;[-637.0, 165.0];[35.0, 30.0];0.0;[];[];[];91.0;4.0;4.0;1.0;0.0;0.0;1.0;97.0;38.0;2.0
99;0;1;0;11;0;12.0;test_search;99.0;0.649359;1.0;right;[456.0, -62.0];[35.0, 30.0];1.0;[-294.0, 191.0];[35.0, 30.0];1.0;[];[];[];102.0;4.0;4.0;0.0;1.0;0.0;1.0;98.0;39.0;2.0
100;0;0;8;4;0;12.0;test_search;100.0;0.9373014;1.0;left;[468.0, 188.0];[35.0, 30.0];0.0;[-454.0, 190.0];[35.0, 30.0];1.0;[[-454.0, -309.0], [-469.0, -182.0], [-470.0, -66.0], [-287.0, -46.0], [300.0, -172.0], [296.0, -60.0], [631.0, -175.0], [641.0, 56.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 1, 1, 1, 1, 0, 0];87.0;4.0;4.0;0.0;0.0;8.0;1.0;99.0;40.0;2.0
101;0;1;2;12;0;12.0;test_search;101.0;0.6288593;1.0;right;[314.0, 193.0];[35.0, 30.0];0.0;[-286.0, -315.0];[35.0, 30.0];1.0;[[-462.0, 52.0], [299.0, 310.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 1];103.0;5.0;5.0;0.0;1.0;2.0;1.0;100.0;41.0;2.0
